id,date,commodity,mandi,price_min,price_max,price_modal,arrival,unit
6661,2026-06-03,Tomato,Bareilly,4824.0,5024.0,4924.0,93.0,Rs/Quintal
6751,2026-06-03,Tomato,Kolkata,4883.0,5083.0,4983.0,264.0,Rs/Quintal
6841,2026-06-03,Tomato,Bhubaneswar,4751.0,4951.0,4851.0,381.0,Rs/Quintal
6931,2026-06-03,Tomato,Cuttack,4991.0,5191.0,5091.0,485.0,Rs/Quintal
7021,2026-06-03,Tomato,Patna,4703.0,4903.0,4803.0,182.0,Rs/Quintal
7111,2026-06-03,Tomato,Ranchi,4675.0,4875.0,4775.0,158.0,Rs/Quintal
7201,2026-06-03,Tomato,Chennai,4774.0,4974.0,4874.0,130.0,Rs/Quintal
7291,2026-06-03,Tomato,Coimbatore,4871.0,5071.0,4971.0,439.0,Rs/Quintal
7381,2026-06-03,Tomato,Madurai,4763.0,4963.0,4863.0,172.0,Rs/Quintal
7471,2026-06-03,Tomato,Hyderabad,4901.0,5101.0,5001.0,247.0,Rs/Quintal
7561,2026-06-03,Tomato,Warangal,4701.0,4901.0,4801.0,496.0,Rs/Quintal
7651,2026-06-03,Tomato,Bangalore,4799.0,4999.0,4899.0,352.0,Rs/Quintal
7741,2026-06-03,Tomato,Mysore,4700.0,4900.0,4800.0,134.0,Rs/Quintal
7831,2026-06-03,Tomato,Hubli,4738.0,4938.0,4838.0,61.0,Rs/Quintal
7921,2026-06-03,Tomato,Shimoga,4776.0,4976.0,4876.0,119.0,Rs/Quintal
8011,2026-06-03,Tomato,Bellary,5021.0,5221.0,5121.0,98.0,Rs/Quintal
8101,2026-06-03,Wheat,Azadpur,4251.0,4451.0,4351.0,315.0,Rs/Quintal
8191,2026-06-03,Wheat,Lasalgaon,4132.0,4332.0,4232.0,379.0,Rs/Quintal
8281,2026-06-03,Wheat,Vashi,4151.0,4351.0,4251.0,299.0,Rs/Quintal
8371,2026-06-03,Wheat,Kolar,4186.0,4386.0,4286.0,142.0,Rs/Quintal
8461,2026-06-03,Wheat,Indore,4367.0,4567.0,4467.0,468.0,Rs/Quintal
8551,2026-06-03,Wheat,Pune,4216.0,4416.0,4316.0,175.0,Rs/Quintal
8641,2026-06-03,Wheat,Mumbai,3970.0,4170.0,4070.0,125.0,Rs/Quintal
8731,2026-06-03,Wheat,Jaipur,4090.0,4290.0,4190.0,303.0,Rs/Quintal
8821,2026-06-03,Wheat,Ahmedabad,4202.0,4402.0,4302.0,114.0,Rs/Quintal
8911,2026-06-03,Wheat,Surat,4302.0,4502.0,4402.0,75.0,Rs/Quintal
9001,2026-06-03,Wheat,Kanpur,4037.0,4237.0,4137.0,165.0,Rs/Quintal
9091,2026-06-03,Wheat,Lucknow,4352.0,4552.0,4452.0,448.0,Rs/Quintal
9181,2026-06-03,Wheat,Varanasi,4224.0,4424.0,4324.0,493.0,Rs/Quintal
9271,2026-06-03,Wheat,Agra,4247.0,4447.0,4347.0,422.0,Rs/Quintal
9361,2026-06-03,Wheat,Bareilly,4281.0,4481.0,4381.0,132.0,Rs/Quintal
9451,2026-06-03,Wheat,Kolkata,4164.0,4364.0,4264.0,169.0,Rs/Quintal
9541,2026-06-03,Wheat,Bhubaneswar,4046.0,4246.0,4146.0,359.0,Rs/Quintal
9631,2026-06-03,Wheat,Cuttack,4318.0,4518.0,4418.0,337.0,Rs/Quintal
9721,2026-06-03,Wheat,Patna,4305.0,4505.0,4405.0,65.0,Rs/Quintal
9811,2026-06-03,Wheat,Ranchi,4231.0,4431.0,4331.0,76.0,Rs/Quintal
9901,2026-06-03,Wheat,Chennai,4134.0,4334.0,4234.0,440.0,Rs/Quintal
9991,2026-06-03,Wheat,Coimbatore,4120.0,4320.0,4220.0,498.0,Rs/Quintal
10081,2026-06-03,Wheat,Madurai,4102.0,4302.0,4202.0,279.0,Rs/Quintal
10171,2026-06-03,Wheat,Hyderabad,4028.0,4228.0,4128.0,94.0,Rs/Quintal
10261,2026-06-03,Wheat,Warangal,4128.0,4328.0,4228.0,322.0,Rs/Quintal
10351,2026-06-03,Wheat,Bangalore,4174.0,4374.0,4274.0,431.0,Rs/Quintal
10441,2026-06-03,Wheat,Mysore,4314.0,4514.0,4414.0,481.0,Rs/Quintal
10531,2026-06-03,Wheat,Hubli,4329.0,4529.0,4429.0,226.0,Rs/Quintal
10621,2026-06-03,Wheat,Shimoga,4001.0,4201.0,4101.0,458.0,Rs/Quintal
10711,2026-06-03,Wheat,Bellary,4098.0,4298.0,4198.0,344.0,Rs/Quintal
10801,2026-06-03,Rice,Azadpur,3536.0,3736.0,3636.0,117.0,Rs/Quintal
10891,2026-06-03,Rice,Lasalgaon,3666.0,3866.0,3766.0,340.0,Rs/Quintal
10981,2026-06-03,Rice,Vashi,3599.0,3799.0,3699.0,61.0,Rs/Quintal
11071,2026-06-03,Rice,Kolar,3628.0,3828.0,3728.0,55.0,Rs/Quintal
11161,2026-06-03,Rice,Indore,3761.0,3961.0,3861.0,435.0,Rs/Quintal
11251,2026-06-03,Rice,Pune,3390.0,3590.0,3490.0,377.0,Rs/Quintal
11341,2026-06-03,Rice,Mumbai,3561.0,3761.0,3661.0,58.0,Rs/Quintal
11431,2026-06-03,Rice,Jaipur,3509.0,3709.0,3609.0,442.0,Rs/Quintal
11521,2026-06-03,Rice,Ahmedabad,3755.0,3955.0,3855.0,59.0,Rs/Quintal
11611,2026-06-03,Rice,Surat,3755.0,3955.0,3855.0,255.0,Rs/Quintal
11701,2026-06-03,Rice,Kanpur,3490.0,3690.0,3590.0,304.0,Rs/Quintal
11791,2026-06-03,Rice,Lucknow,3592.0,3792.0,3692.0,73.0,Rs/Quintal
11881,2026-06-03,Rice,Varanasi,3569.0,3769.0,3669.0,312.0,Rs/Quintal
11971,2026-06-03,Rice,Agra,3619.0,3819.0,3719.0,176.0,Rs/Quintal
12061,2026-06-03,Rice,Bareilly,3679.0,3879.0,3779.0,109.0,Rs/Quintal
12151,2026-06-03,Rice,Kolkata,3732.0,3932.0,3832.0,63.0,Rs/Quintal
12241,2026-06-03,Rice,Bhubaneswar,3623.0,3823.0,3723.0,174.0,Rs/Quintal
12331,2026-06-03,Rice,Cuttack,3723.0,3923.0,3823.0,485.0,Rs/Quintal
12421,2026-06-03,Rice,Patna,3777.0,3977.0,3877.0,224.0,Rs/Quintal
12511,2026-06-03,Rice,Ranchi,3389.0,3589.0,3489.0,293.0,Rs/Quintal
12601,2026-06-03,Rice,Chennai,3582.0,3782.0,3682.0,456.0,Rs/Quintal
12691,2026-06-03,Rice,Coimbatore,3329.0,3529.0,3429.0,61.0,Rs/Quintal
12781,2026-06-03,Rice,Madurai,3581.0,3781.0,3681.0,113.0,Rs/Quintal
12871,2026-06-03,Rice,Hyderabad,3642.0,3842.0,3742.0,243.0,Rs/Quintal
12961,2026-06-03,Rice,Warangal,3651.0,3851.0,3751.0,323.0,Rs/Quintal
13051,2026-06-03,Rice,Bangalore,3697.0,3897.0,3797.0,378.0,Rs/Quintal
13141,2026-06-03,Rice,Mysore,3725.0,3925.0,3825.0,216.0,Rs/Quintal
13231,2026-06-03,Rice,Hubli,3346.0,3546.0,3446.0,447.0,Rs/Quintal
13321,2026-06-03,Rice,Shimoga,3658.0,3858.0,3758.0,358.0,Rs/Quintal
13411,2026-06-03,Rice,Bellary,3420.0,3620.0,3520.0,484.0,Rs/Quintal
13501,2026-06-03,Maize,Azadpur,3102.0,3302.0,3202.0,204.0,Rs/Quintal
13591,2026-06-03,Maize,Lasalgaon,3171.0,3371.0,3271.0,156.0,Rs/Quintal
13681,2026-06-03,Maize,Vashi,3026.0,3226.0,3126.0,269.0,Rs/Quintal
13771,2026-06-03,Maize,Kolar,3292.0,3492.0,3392.0,202.0,Rs/Quintal
13861,2026-06-03,Maize,Indore,3023.0,3223.0,3123.0,213.0,Rs/Quintal
13951,2026-06-03,Maize,Pune,3050.0,3250.0,3150.0,86.0,Rs/Quintal
14041,2026-06-03,Maize,Mumbai,3288.0,3488.0,3388.0,102.0,Rs/Quintal
14131,2026-06-03,Maize,Jaipur,3207.0,3407.0,3307.0,147.0,Rs/Quintal
14221,2026-06-03,Maize,Ahmedabad,3327.0,3527.0,3427.0,479.0,Rs/Quintal
14311,2026-06-03,Maize,Surat,3297.0,3497.0,3397.0,385.0,Rs/Quintal
14401,2026-06-03,Maize,Kanpur,3336.0,3536.0,3436.0,363.0,Rs/Quintal
14491,2026-06-03,Maize,Lucknow,3007.0,3207.0,3107.0,266.0,Rs/Quintal
14581,2026-06-03,Maize,Varanasi,3140.0,3340.0,3240.0,119.0,Rs/Quintal
14671,2026-06-03,Maize,Agra,3322.0,3522.0,3422.0,156.0,Rs/Quintal
14761,2026-06-03,Maize,Bareilly,3369.0,3569.0,3469.0,216.0,Rs/Quintal
14851,2026-06-03,Maize,Kolkata,3259.0,3459.0,3359.0,120.0,Rs/Quintal
14941,2026-06-03,Maize,Bhubaneswar,3131.0,3331.0,3231.0,133.0,Rs/Quintal
15031,2026-06-03,Maize,Cuttack,3371.0,3571.0,3471.0,468.0,Rs/Quintal
15121,2026-06-03,Maize,Patna,3413.0,3613.0,3513.0,111.0,Rs/Quintal
15211,2026-06-03,Maize,Ranchi,2987.0,3187.0,3087.0,404.0,Rs/Quintal
15301,2026-06-03,Maize,Chennai,2962.0,3162.0,3062.0,139.0,Rs/Quintal
15391,2026-06-03,Maize,Coimbatore,3330.0,3530.0,3430.0,153.0,Rs/Quintal
15481,2026-06-03,Maize,Madurai,2979.0,3179.0,3079.0,302.0,Rs/Quintal
15571,2026-06-03,Maize,Hyderabad,2982.0,3182.0,3082.0,80.0,Rs/Quintal
15661,2026-06-03,Maize,Warangal,3245.0,3445.0,3345.0,173.0,Rs/Quintal
15751,2026-06-03,Maize,Bangalore,3303.0,3503.0,3403.0,83.0,Rs/Quintal
15841,2026-06-03,Maize,Mysore,3325.0,3525.0,3425.0,451.0,Rs/Quintal
15931,2026-06-03,Maize,Hubli,3280.0,3480.0,3380.0,191.0,Rs/Quintal
16021,2026-06-03,Maize,Shimoga,3241.0,3441.0,3341.0,255.0,Rs/Quintal
16111,2026-06-03,Maize,Bellary,3048.0,3248.0,3148.0,308.0,Rs/Quintal
16201,2026-06-03,Soyabean,Azadpur,2445.0,2645.0,2545.0,328.0,Rs/Quintal
16291,2026-06-03,Soyabean,Lasalgaon,2332.0,2532.0,2432.0,213.0,Rs/Quintal
16381,2026-06-03,Soyabean,Vashi,2389.0,2589.0,2489.0,264.0,Rs/Quintal
16471,2026-06-03,Soyabean,Kolar,2279.0,2479.0,2379.0,434.0,Rs/Quintal
16561,2026-06-03,Soyabean,Indore,2219.0,2419.0,2319.0,495.0,Rs/Quintal
16651,2026-06-03,Soyabean,Pune,2429.0,2629.0,2529.0,123.0,Rs/Quintal
16741,2026-06-03,Soyabean,Mumbai,2294.0,2494.0,2394.0,284.0,Rs/Quintal
16831,2026-06-03,Soyabean,Jaipur,2128.0,2328.0,2228.0,179.0,Rs/Quintal
16921,2026-06-03,Soyabean,Ahmedabad,2277.0,2477.0,2377.0,88.0,Rs/Quintal
17011,2026-06-03,Soyabean,Surat,2263.0,2463.0,2363.0,439.0,Rs/Quintal
17101,2026-06-03,Soyabean,Kanpur,2441.0,2641.0,2541.0,85.0,Rs/Quintal
17191,2026-06-03,Soyabean,Lucknow,2445.0,2645.0,2545.0,454.0,Rs/Quintal
17281,2026-06-03,Soyabean,Varanasi,2288.0,2488.0,2388.0,385.0,Rs/Quintal
17371,2026-06-03,Soyabean,Agra,2414.0,2614.0,2514.0,152.0,Rs/Quintal
17461,2026-06-03,Soyabean,Bareilly,2308.0,2508.0,2408.0,192.0,Rs/Quintal
17551,2026-06-03,Soyabean,Kolkata,2288.0,2488.0,2388.0,410.0,Rs/Quintal
17641,2026-06-03,Soyabean,Bhubaneswar,2133.0,2333.0,2233.0,488.0,Rs/Quintal
17731,2026-06-03,Soyabean,Cuttack,2321.0,2521.0,2421.0,140.0,Rs/Quintal
17821,2026-06-03,Soyabean,Patna,2416.0,2616.0,2516.0,85.0,Rs/Quintal
17911,2026-06-03,Soyabean,Ranchi,2308.0,2508.0,2408.0,240.0,Rs/Quintal
18001,2026-06-03,Soyabean,Chennai,2103.0,2303.0,2203.0,234.0,Rs/Quintal
18091,2026-06-03,Soyabean,Coimbatore,2308.0,2508.0,2408.0,420.0,Rs/Quintal
18181,2026-06-03,Soyabean,Madurai,2216.0,2416.0,2316.0,480.0,Rs/Quintal
18271,2026-06-03,Soyabean,Hyderabad,2231.0,2431.0,2331.0,459.0,Rs/Quintal
18361,2026-06-03,Soyabean,Warangal,2215.0,2415.0,2315.0,111.0,Rs/Quintal
18451,2026-06-03,Soyabean,Bangalore,2295.0,2495.0,2395.0,372.0,Rs/Quintal
18541,2026-06-03,Soyabean,Mysore,2428.0,2628.0,2528.0,237.0,Rs/Quintal
18631,2026-06-03,Soyabean,Hubli,2119.0,2319.0,2219.0,357.0,Rs/Quintal
18721,2026-06-03,Soyabean,Shimoga,2490.0,2690.0,2590.0,271.0,Rs/Quintal
18811,2026-06-03,Soyabean,Bellary,2296.0,2496.0,2396.0,291.0,Rs/Quintal
18901,2026-06-03,Mustard,Azadpur,4854.0,5054.0,4954.0,98.0,Rs/Quintal
18991,2026-06-03,Mustard,Lasalgaon,4885.0,5085.0,4985.0,75.0,Rs/Quintal
19081,2026-06-03,Mustard,Vashi,4636.0,4836.0,4736.0,201.0,Rs/Quintal
19171,2026-06-03,Mustard,Kolar,4694.0,4894.0,4794.0,399.0,Rs/Quintal
19261,2026-06-03,Mustard,Indore,4909.0,5109.0,5009.0,404.0,Rs/Quintal
19351,2026-06-03,Mustard,Pune,4766.0,4966.0,4866.0,354.0,Rs/Quintal
19441,2026-06-03,Mustard,Mumbai,4835.0,5035.0,4935.0,302.0,Rs/Quintal
19531,2026-06-03,Mustard,Jaipur,4926.0,5126.0,5026.0,376.0,Rs/Quintal
19621,2026-06-03,Mustard,Ahmedabad,4997.0,5197.0,5097.0,402.0,Rs/Quintal
19711,2026-06-03,Mustard,Surat,4879.0,5079.0,4979.0,451.0,Rs/Quintal
19801,2026-06-03,Mustard,Kanpur,4641.0,4841.0,4741.0,156.0,Rs/Quintal
19891,2026-06-03,Mustard,Lucknow,4883.0,5083.0,4983.0,127.0,Rs/Quintal
19981,2026-06-03,Mustard,Varanasi,4782.0,4982.0,4882.0,201.0,Rs/Quintal
20071,2026-06-03,Mustard,Agra,4743.0,4943.0,4843.0,248.0,Rs/Quintal
20161,2026-06-03,Mustard,Bareilly,4840.0,5040.0,4940.0,360.0,Rs/Quintal
20251,2026-06-03,Mustard,Kolkata,4692.0,4892.0,4792.0,258.0,Rs/Quintal
20341,2026-06-03,Mustard,Bhubaneswar,4720.0,4920.0,4820.0,182.0,Rs/Quintal
20431,2026-06-03,Mustard,Cuttack,4753.0,4953.0,4853.0,322.0,Rs/Quintal
20521,2026-06-03,Mustard,Patna,4872.0,5072.0,4972.0,278.0,Rs/Quintal
20611,2026-06-03,Mustard,Ranchi,4815.0,5015.0,4915.0,473.0,Rs/Quintal
20701,2026-06-03,Mustard,Chennai,4894.0,5094.0,4994.0,170.0,Rs/Quintal
20791,2026-06-03,Mustard,Coimbatore,4859.0,5059.0,4959.0,214.0,Rs/Quintal
20881,2026-06-03,Mustard,Madurai,4720.0,4920.0,4820.0,324.0,Rs/Quintal
20971,2026-06-03,Mustard,Hyderabad,4711.0,4911.0,4811.0,167.0,Rs/Quintal
21061,2026-06-03,Mustard,Warangal,4685.0,4885.0,4785.0,162.0,Rs/Quintal
21151,2026-06-03,Mustard,Bangalore,4966.0,5166.0,5066.0,203.0,Rs/Quintal
21241,2026-06-03,Mustard,Mysore,4881.0,5081.0,4981.0,207.0,Rs/Quintal
21331,2026-06-03,Mustard,Hubli,4570.0,4770.0,4670.0,339.0,Rs/Quintal
21421,2026-06-03,Mustard,Shimoga,4784.0,4984.0,4884.0,229.0,Rs/Quintal
21511,2026-06-03,Mustard,Bellary,4782.0,4982.0,4882.0,486.0,Rs/Quintal
21601,2026-06-03,Cotton,Azadpur,4249.0,4449.0,4349.0,200.0,Rs/Quintal
21691,2026-06-03,Cotton,Lasalgaon,4275.0,4475.0,4375.0,173.0,Rs/Quintal
21781,2026-06-03,Cotton,Vashi,4047.0,4247.0,4147.0,255.0,Rs/Quintal
21871,2026-06-03,Cotton,Kolar,4081.0,4281.0,4181.0,196.0,Rs/Quintal
21961,2026-06-03,Cotton,Indore,4234.0,4434.0,4334.0,160.0,Rs/Quintal
22051,2026-06-03,Cotton,Pune,4323.0,4523.0,4423.0,221.0,Rs/Quintal
22141,2026-06-03,Cotton,Mumbai,4257.0,4457.0,4357.0,107.0,Rs/Quintal
22231,2026-06-03,Cotton,Jaipur,4327.0,4527.0,4427.0,150.0,Rs/Quintal
22321,2026-06-03,Cotton,Ahmedabad,4464.0,4664.0,4564.0,199.0,Rs/Quintal
22411,2026-06-03,Cotton,Surat,4093.0,4293.0,4193.0,153.0,Rs/Quintal
22501,2026-06-03,Cotton,Kanpur,4103.0,4303.0,4203.0,241.0,Rs/Quintal
22591,2026-06-03,Cotton,Lucknow,4231.0,4431.0,4331.0,317.0,Rs/Quintal
22681,2026-06-03,Cotton,Varanasi,4043.0,4243.0,4143.0,461.0,Rs/Quintal
22771,2026-06-03,Cotton,Agra,4287.0,4487.0,4387.0,187.0,Rs/Quintal
22861,2026-06-03,Cotton,Bareilly,4382.0,4582.0,4482.0,54.0,Rs/Quintal
22951,2026-06-03,Cotton,Kolkata,4267.0,4467.0,4367.0,275.0,Rs/Quintal
23041,2026-06-03,Cotton,Bhubaneswar,4367.0,4567.0,4467.0,290.0,Rs/Quintal
23131,2026-06-03,Cotton,Cuttack,4138.0,4338.0,4238.0,199.0,Rs/Quintal
23221,2026-06-03,Cotton,Patna,4172.0,4372.0,4272.0,298.0,Rs/Quintal
23311,2026-06-03,Cotton,Ranchi,4118.0,4318.0,4218.0,296.0,Rs/Quintal
23401,2026-06-03,Cotton,Chennai,4075.0,4275.0,4175.0,473.0,Rs/Quintal
23491,2026-06-03,Cotton,Coimbatore,4259.0,4459.0,4359.0,89.0,Rs/Quintal
23581,2026-06-03,Cotton,Madurai,4125.0,4325.0,4225.0,284.0,Rs/Quintal
23671,2026-06-03,Cotton,Hyderabad,4066.0,4266.0,4166.0,309.0,Rs/Quintal
23761,2026-06-03,Cotton,Warangal,4319.0,4519.0,4419.0,410.0,Rs/Quintal
23851,2026-06-03,Cotton,Bangalore,4129.0,4329.0,4229.0,239.0,Rs/Quintal
23941,2026-06-03,Cotton,Mysore,4098.0,4298.0,4198.0,358.0,Rs/Quintal
24031,2026-06-03,Cotton,Hubli,4094.0,4294.0,4194.0,261.0,Rs/Quintal
24121,2026-06-03,Cotton,Shimoga,4196.0,4396.0,4296.0,226.0,Rs/Quintal
24211,2026-06-03,Cotton,Bellary,4315.0,4515.0,4415.0,311.0,Rs/Quintal
24301,2026-06-03,Sugarcane,Azadpur,4244.0,4444.0,4344.0,216.0,Rs/Quintal
24391,2026-06-03,Sugarcane,Lasalgaon,4305.0,4505.0,4405.0,471.0,Rs/Quintal
24481,2026-06-03,Sugarcane,Vashi,4151.0,4351.0,4251.0,145.0,Rs/Quintal
24571,2026-06-03,Sugarcane,Kolar,3987.0,4187.0,4087.0,289.0,Rs/Quintal
24661,2026-06-03,Sugarcane,Indore,4158.0,4358.0,4258.0,310.0,Rs/Quintal
24751,2026-06-03,Sugarcane,Pune,4342.0,4542.0,4442.0,459.0,Rs/Quintal
24841,2026-06-03,Sugarcane,Mumbai,4201.0,4401.0,4301.0,495.0,Rs/Quintal
24931,2026-06-03,Sugarcane,Jaipur,4080.0,4280.0,4180.0,290.0,Rs/Quintal
25021,2026-06-03,Sugarcane,Ahmedabad,4091.0,4291.0,4191.0,81.0,Rs/Quintal
25111,2026-06-03,Sugarcane,Surat,4259.0,4459.0,4359.0,245.0,Rs/Quintal
25201,2026-06-03,Sugarcane,Kanpur,3955.0,4155.0,4055.0,101.0,Rs/Quintal
25291,2026-06-03,Sugarcane,Lucknow,4054.0,4254.0,4154.0,109.0,Rs/Quintal
25381,2026-06-03,Sugarcane,Varanasi,4127.0,4327.0,4227.0,266.0,Rs/Quintal
25471,2026-06-03,Sugarcane,Agra,4008.0,4208.0,4108.0,99.0,Rs/Quintal
25561,2026-06-03,Sugarcane,Bareilly,4152.0,4352.0,4252.0,100.0,Rs/Quintal
25651,2026-06-03,Sugarcane,Kolkata,4185.0,4385.0,4285.0,478.0,Rs/Quintal
25741,2026-06-03,Sugarcane,Bhubaneswar,4218.0,4418.0,4318.0,242.0,Rs/Quintal
